date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2022-01-12,2022,1,2,2040.7276166996223,554.5937583306343,152,240.53201706351967,198,94,11.44390652986628,6,0,26,22.3,52,97.3,7.6,642,5136,12425,24.8,6653064,821785,19.7608,19.4759,0.008625,0.284932,0.014419,150,11.802972075994935,28465675
2022-01-13,2022,1,3,2082.3221039720725,526.0510225350805,144,210.9781942843193,217,69,5.9512654361174135,6,2,14,37.5,52,96.32,7.16,573,4011,7621,29.2,5716896,734980,17.3823,17.0974,0.009614,0.284932,0.016392,150,9.066543249540064,13778768
2022-01-14,2022,1,4,1669.8021671624344,478.6126562308995,141,289.7943783618116,190,175,6.695287909783865,6,4,6,19.7,43,105.6,8.67,563,2702,11159,29.6,7715687,606025,15.7588,15.4739,0.006068,0.284932,0.018081,150,14.945430525656398,28979923
2022-01-15,2022,1,5,1612.313343888139,480.1978988787546,132,311.5948887744526,198,208,8.436099036587056,6,2,5,33.1,59,86.52,7.69,574,2410,14578,29.7,9619659,585240,15.6206,15.3356,0.005422,0.284932,0.018241,150,8.33131606831003,41999218
2022-01-16,2022,1,6,2554.9353982666767,703.8777828497454,177,332.2605812460351,223,186,10.879761490396293,6,5,13,27.3,49,87.59,8.04,650,7800,10701,28.7,6862950,842971,21.1386,20.8537,0.007777,0.284932,0.013479,150,5.713573240983356,29085318
2022-01-17,2022,1,0,2095.657186769812,575.8828996831222,159,268.7726534120554,195,97,9.11289254058042,6,3,17,27.9,48,82.17,7.69,620,4340,9948,28.0,5167940,521447,18.7722,18.4873,0.008057,0.284932,0.015178,150,6.721076342431437,23178840
2022-01-18,2022,1,1,2105.412046872182,545.3308788145412,172,253.25473150864232,215,93,12.373359616655495,6,2,30,27.2,61,88.28,8.13,576,6336,11819,27.9,6583572,634605,21.718,21.433,0.008557,0.284932,0.01312,150,8.59552908859916,29996622
2022-01-19,2022,1,2,1673.3098356918103,478.5601095250775,176,194.2246224626002,234,104,4.49290692925533,6,1,14,37.8,55,96.34,8.68,544,5440,8998,29.5,6243675,630594,17.7638,17.4789,0.008561,0.284932,0.01604,150,7.441484286237975,18670850
2022-01-20,2022,1,3,2405.496860356808,652.8554991530513,159,278.792982719605,192,181,13.677097706787457,6,4,12,18.7,44,106.51,8.74,613,6130,8223,20.8,7335279,871034,19.7907,19.5057,0.008669,0.284932,0.014397,150,13.685331858169798,18773109
2022-01-21,2022,1,4,1693.244005787763,530.4852727988197,145,310.93242951412424,153,137,8.220052734281445,6,1,28,22.8,61,104.13,7.71,591,2127,14331,27.7,7000020,559182,16.9883,16.7034,0.006509,0.284932,0.016772,150,11.317549261190116,37403910
2022-01-22,2022,1,5,1526.8157108779922,447.6180070801072,138,302.8830890697388,179,199,10.454447229369036,6,4,17,41.2,54,100.49,7.12,631,2650,18296,22.3,7140075,654010,16.2877,16.0028,0.005304,0.284932,0.017494,150,14.926317452575766,56187016
2022-01-23,2022,1,6,2169.0400002644456,605.8850550656432,175,297.60296944114634,244,182,8.59650943365072,6,4,23,33.9,57,93.74,7.75,599,5391,10621,30.7,7325252,890909,21.5674,21.2825,0.007417,0.284932,0.013211,150,6.739095049952076,30885868
2022-01-24,2022,1,0,1871.163478237832,531.9064136982842,151,213.8602743562097,208,110,8.468652468240887,6,5,0,29.6,53,87.16,8.62,546,6006,9352,20.8,5635875,576741,18.1075,17.8225,0.009076,0.284932,0.015736,150,14.586962544788678,18657240
2022-01-25,2022,1,1,2121.362083168399,576.0355735738493,189,287.8549728882322,239,89,8.03215233549366,6,4,17,24.4,48,104.42,6.74,639,7029,10285,25.8,9276696,862362,21.2089,20.924,0.007997,0.284932,0.013435,150,9.484809377526108,27275820
2022-01-26,2022,1,2,2091.581043587441,558.7931011713074,196,293.643385509138,260,160,13.578285740097805,6,1,11,29.5,56,94.39,7.64,633,5697,16832,30.2,8397012,820810,22.4311,22.1462,0.007918,0.284932,0.012703,150,10.06156361208538,47685056
2022-01-27,2022,1,3,3011.891565434128,827.4432116952117,199,434.1552309050313,220,132,20.331965231269027,6,2,29,38.9,48,107.39,6.56,663,7956,20175,29.3,7530253,887231,25.0006,24.7157,0.007805,0.284932,0.011397,150,7.738851045370978,64620525
2022-01-28,2022,1,4,1585.228283554749,451.5153075620036,140,281.6503855772281,171,201,13.448368565993423,6,4,21,26.2,45,91.81,7.26,601,3245,14974,23.2,8786736,697706,15.5659,15.281,0.006043,0.284932,0.018305,150,7.721210669280815,38573024
2022-01-29,2022,1,5,1603.5248487651174,434.49554822189833,126,267.2161380502546,164,119,7.728424676300088,6,2,1,19.3,48,96.53,8.42,641,3461,9233,28.6,5990250,704615,14.8454,14.5605,0.006505,0.284932,0.019193,150,8.950945304187941,21069706
2022-01-30,2022,1,6,2165.09107720249,585.4828340559653,202,295.37590719280735,263,137,9.80760695023804,6,0,23,27.0,62,99.65,8.93,606,7272,15384,27.9,7688996,766109,21.5322,21.2472,0.007606,0.284932,0.013233,150,13.807208275754355,43552104
2022-01-31,2022,1,0,2139.5972395309336,638.2368290645118,196,308.6101347735873,253,202,7.38196323806867,6,2,14,19.5,62,98.03,7.2,572,3432,13462,26.0,6778420,889786,21.5249,21.2399,0.007685,0.284932,0.013237,150,7.847023095585962,37707062
2022-02-01,2022,2,1,2767.008751891222,784.5778125105616,209,375.0392886334132,269,162,17.395594639824225,6,1,14,33.8,56,89.42,8.98,627,6270,16364,27.1,8222361,809787,23.5729,23.2879,0.007646,0.284932,0.012087,150,8.753860210543921,50450212
2022-02-02,2022,2,2,2252.2647095666007,654.1804833245548,182,363.9836790279752,232,119,8.287032313765256,6,5,8,35.9,58,81.98,7.07,573,6876,16920,26.9,11248532,574998,23.8926,23.6077,0.007065,0.284932,0.011925,150,11.13310333563116,57223440
2022-02-03,2022,2,3,2044.4769261609624,632.9126705302413,195,290.3694066153448,233,199,10.476678172600744,6,5,28,23.7,47,82.78,8.15,647,7117,10822,21.4,7248649,570854,19.5616,19.2767,0.007429,0.284932,0.014566,150,11.93721501549128,28494326
2022-02-04,2022,2,4,1681.1728859913928,489.8791617689406,126,238.1633580489356,143,75,9.634440050523285,6,0,4,19.0,54,103.91,8.2,578,2080,9087,28.8,4503366,621640,14.5044,14.2195,0.007823,0.284932,0.019645,150,7.134294917638313,16847298
2022-02-05,2022,2,5,1852.4303508127791,451.2414698549424,121,305.04989556003835,175,159,14.35260897705931,6,4,10,38.8,54,96.56,8.43,559,4024,15110,24.0,8952554,753436,15.7788,15.4939,0.005892,0.284932,0.018058,150,14.76037476589003,40464580
2022-02-06,2022,2,6,2222.1082994518038,594.8374688496567,181,269.02250517324177,235,166,10.31430158174089,6,0,26,33.2,65,106.78,7.89,579,5211,10513,29.1,7898660,702182,22.0576,21.7727,0.008718,0.284932,0.012918,150,9.923705645495176,26597890
2022-02-07,2022,2,0,2474.9102240747598,629.4878867932968,149,285.75933646344066,202,68,6.364072558792783,6,2,4,38.2,48,92.69,9.49,561,6732,9322,29.2,7360060,867258,20.473,20.1881,0.00894,0.284932,0.013917,150,13.88279465573226,21347380
2022-02-08,2022,2,1,1820.842253501307,486.023775444812,145,201.8540351437779,203,76,7.777861904622635,6,4,1,41.4,46,96.35,7.79,585,7020,12825,29.1,6452800,801232,19.6102,19.3253,0.008996,0.284932,0.01453,150,10.657232434682854,27958500
2022-02-09,2022,2,2,2132.781017250089,551.8503697266867,143,251.49865609645332,232,127,9.9568634225424,6,2,24,23.1,50,104.41,7.35,560,6160,8813,21.5,6198389,684181,17.5093,17.2244,0.008155,0.284932,0.016273,150,13.045569235866152,18921511
2022-02-10,2022,2,3,2621.2100814676555,735.3549766478943,201,353.8816887884734,235,104,7.407955736477995,6,2,9,32.8,53,98.49,8.01,656,6560,11916,24.3,9024658,821046,20.5099,20.225,0.007038,0.284932,0.013892,150,10.766659661462654,34723224
2022-02-11,2022,2,4,1934.818574373588,611.005783689075,126,383.0757264508308,156,154,9.998925741258972,6,1,1,20.3,43,96.96,7.48,581,3137,10439,25.6,10298450,677632,16.0465,15.7616,0.005439,0.284932,0.017757,150,7.225937371429016,30795050
2022-02-12,2022,2,5,1785.0118669654785,498.7245119067552,151,316.24133733912714,174,112,10.219648244352404,6,4,30,19.5,64,97.01,8.0,646,3100,17139,21.6,6887305,607386,16.0032,15.7183,0.005746,0.284932,0.017805,150,13.785564128408785,47732115
2022-02-13,2022,2,6,2134.280290720462,604.879796934621,161,260.3647980751746,203,126,9.154281534940726,6,4,11,20.9,47,103.82,7.24,624,6864,8782,22.1,6418304,781320,21.4688,21.1839,0.008777,0.284932,0.013272,150,5.896651696529317,21480772
2022-02-14,2022,2,0,2292.066698201804,633.4362979087526,184,265.55540586450275,190,148,7.826896172848501,6,1,18,20.4,64,109.44,7.1,566,6792,15256,31.9,7386250,779750,20.7636,20.4787,0.008743,0.284932,0.013723,150,12.969375271856851,36233000
2022-02-15,2022,2,1,2110.608067199906,521.7053120409677,144,243.6695614926992,224,151,5.597814250507954,6,1,13,25.3,53,104.65,9.22,555,3330,9497,23.3,7303800,839277,17.9254,17.6405,0.008075,0.284932,0.015895,150,9.252200756258262,21083340
2022-02-16,2022,2,2,2247.4957245542005,592.3661520563951,194,328.3674720930029,255,229,8.036966100178391,6,4,15,31.6,47,101.72,9.21,579,3474,18537,31.0,7849270,937552,23.062,22.777,0.007331,0.284932,0.012355,150,14.470479796016772,58317402
2022-02-17,2022,2,3,2102.310252331792,543.1091195699889,187,278.8672614176077,235,193,10.153681088761738,6,4,10,18.4,51,103.12,9.21,607,3642,13328,25.0,6914417,736030,20.392,20.107,0.0075,0.284932,0.013973,150,9.180411543747352,36238832
2022-02-18,2022,2,4,1382.747251953505,396.5037282406426,139,236.71563941517428,173,82,5.837375461768754,6,2,3,33.5,54,97.39,9.34,608,2553,8713,24.4,6754944,487592,13.6696,13.3847,0.005812,0.284932,0.020844,150,13.764226386125127,20492976
2022-02-19,2022,2,5,1995.963619414923,562.6482272209475,161,410.11451303708697,195,121,15.039123586342535,6,1,1,41.1,47,99.38,8.57,571,3426,16337,22.8,11806096,767677,17.4811,17.1962,0.005088,0.284932,0.016299,150,12.97346252628432,56133932
2022-02-20,2022,2,6,1989.3710665135568,498.60378850383694,156,238.56137760385087,206,130,8.407449430972719,6,5,27,36.3,58,93.88,8.37,562,5058,11649,24.4,7304860,573563,18.1702,17.8853,0.008004,0.284932,0.015681,150,13.654921387338293,26443230
2022-02-21,2022,2,0,1943.3701749537188,536.8268331257797,143,216.02664581363584,221,129,7.9139698523598705,6,2,4,29.4,61,83.87,7.62,633,6963,8442,30.5,3920268,649563,16.6397,16.3547,0.009525,0.284932,0.017124,150,14.117483201401727,14748174
2022-02-22,2022,2,1,2409.4483739997863,734.4006233566225,149,261.9086862569995,185,120,7.312858871705259,6,1,23,22.0,51,81.13,7.02,546,3276,7437,27.8,6676168,590525,20.9832,20.6983,0.01085,0.284932,0.013579,150,14.876675974136027,14383158
2022-02-23,2022,2,2,2582.6420566042107,696.6899824147457,190,347.28566461712086,214,221,8.67284927691704,6,1,19,24.8,52,105.08,9.33,560,5040,17521,31.5,6985076,935012,21.3655,21.0805,0.007622,0.284932,0.013336,150,5.684864374472506,49111363
2022-02-24,2022,2,3,2323.856701866314,599.4139802724137,152,288.1314464195555,234,155,13.322487549770925,6,2,29,38.1,57,84.06,7.38,631,7572,10622,29.2,6701828,761770,18.2826,17.9976,0.008288,0.284932,0.015585,150,6.381465048214482,23432132
2022-02-25,2022,2,4,1599.519504492985,462.79937740938834,132,297.0606722465746,151,193,11.215882986655998,6,3,11,32.7,46,97.55,8.34,635,3048,13585,25.2,6902442,711613,14.6044,14.3195,0.005251,0.284932,0.01951,150,10.431792594712697,37779885
2022-02-26,2022,2,5,1608.5615445506514,389.6752067839464,144,271.68135750490416,176,146,5.676923888162177,6,5,11,30.8,61,103.13,6.96,597,3582,9884,30.3,6643720,575357,16.7462,16.4613,0.006249,0.284932,0.017015,150,12.285375952263609,26489120
2022-02-27,2022,2,6,1952.6895791250683,597.8814597350334,157,250.08665682054576,210,145,10.105633113085997,6,3,14,34.6,53,107.06,7.89,589,4712,12528,24.6,5733592,742828,19.5124,19.2275,0.008664,0.284932,0.014603,150,6.484864315034432,28213056
2022-02-28,2022,2,0,2141.4770278530464,581.0377183943488,163,271.62674053137187,204,171,12.328145387957989,6,1,26,34.1,52,89.35,6.78,613,5517,14954,23.3,8259268,758892,23.5122,23.2273,0.008819,0.284932,0.012118,150,6.5741695110047935,39867364
2022-03-01,2022,3,1,2696.0199666129147,783.5310619323056,189,393.6954104290403,221,159,19.298794628874525,6,0,8,27.7,59,104.0,6.99,595,3570,9423,26.7,6492096,737243,22.7032,22.4183,0.008561,0.284932,0.01255,150,9.921825418822516,24989796
2022-03-02,2022,3,2,2319.7851231427385,755.7653776560653,183,325.0632354616286,213,172,11.163250931634016,6,3,30,19.4,54,97.46,9.0,605,4840,11745,24.7,5510838,664202,21.5037,21.2188,0.008791,0.284932,0.01325,150,5.173163271720103,28728270
2022-03-03,2022,3,3,2306.5652351260933,793.2606470374861,160,380.3706521239389,218,121,18.34349209702637,6,4,5,35.9,57,86.08,7.68,554,3878,15905,30.3,6205248,587994,19.624,19.3391,0.007571,0.284932,0.01452,150,12.749716257871798,41225760
2022-03-04,2022,3,4,1958.6104436874189,645.6201101857333,156,408.9802419489917,159,152,13.364476062354514,6,1,15,20.9,56,94.27,9.16,624,2246,14009,31.4,6879706,533574,16.2238,15.9389,0.00541,0.284932,0.017563,150,14.530366101608749,42012991
2022-03-05,2022,3,5,1591.8727868356202,548.3421040469948,96,268.62470572263766,159,84,7.538723127382156,6,4,8,20.0,46,93.08,7.26,542,2601,10303,30.0,4324842,592878,13.6428,13.3579,0.007814,0.284932,0.020885,150,13.29193061220898,17989038
2022-03-06,2022,3,6,2931.6917831759865,968.9627040557652,199,484.7848227172222,260,119,19.51431774487709,6,3,22,40.5,52,109.44,8.5,576,4608,18063,20.5,9963490,950676,22.6165,22.3315,0.007168,0.284932,0.012598,150,11.012191113307654,56988765
2022-03-07,2022,3,0,2368.78894439838,745.2301336346321,189,374.9736128236231,250,108,13.376828095472847,6,3,2,35.2,59,92.47,9.16,618,6798,12913,31.4,6779998,817420,19.7378,19.4528,0.007412,0.284932,0.014436,150,8.599747738691619,34387319
2022-03-08,2022,3,1,2580.889348190859,834.7195102917027,183,425.1091405199123,209,104,12.721068977679192,6,3,21,20.5,55,101.97,7.34,574,5740,16960,23.1,6182880,784938,19.2516,18.9667,0.007292,0.284932,0.0148,150,12.028736269678902,44774400
2022-03-09,2022,3,2,2690.580109408758,801.6726379664473,183,424.08054262897247,234,187,10.901813435192096,6,1,12,19.2,59,93.02,7.62,558,5580,15597,24.9,7120645,795022,21.3737,21.0888,0.007849,0.284932,0.013331,150,11.420584456037206,42470631
2022-03-10,2022,3,3,2452.3345851004838,910.3708786784948,150,388.0704586780161,191,134,14.89465256503024,6,2,1,27.5,48,106.35,8.71,563,6756,14535,23.3,5642538,705765,20.2516,19.9667,0.008449,0.284932,0.01407,150,12.66134127811478,34840395
2022-03-11,2022,3,4,2027.2739378745457,632.1864074032178,151,413.2626647231985,190,114,15.449071578437326,6,0,10,20.6,54,86.05,7.03,655,2358,12216,26.2,6128746,507679,16.857,16.5721,0.006059,0.284932,0.016903,150,5.654135576889063,33984912
2022-03-12,2022,3,5,1865.9581173679796,562.2686486585169,141,400.1377705479666,171,114,8.685845644713035,6,2,23,24.3,65,101.16,8.91,586,2461,10421,28.0,6544944,710294,15.5921,15.3072,0.005737,0.284932,0.018274,150,11.629005693811834,28324278
2022-03-13,2022,3,6,2876.4763027490458,857.8483700190416,190,472.073556923468,263,136,12.064276097944584,6,1,21,34.4,60,103.11,6.67,615,3690,14210,27.0,9605444,616313,20.5688,20.2839,0.006827,0.284932,0.013853,150,10.910857700149446,42814730
2022-03-14,2022,3,0,2265.430217373262,678.9691894181653,171,315.9224506499401,196,176,10.146211569487738,6,3,21,21.8,64,104.32,8.14,595,6545,8000,22.8,6589427,605990,20.8536,20.5687,0.009174,0.284932,0.013663,150,10.003223054489112,18184000
2022-03-15,2022,3,1,2649.3875162269346,996.292574254644,178,446.2682234529584,232,204,9.712218806242916,6,4,5,19.8,54,105.25,8.27,592,4144,11779,22.2,6362717,772778,21.189,20.9041,0.007816,0.284932,0.013447,150,8.62501389321833,31932869
2022-03-16,2022,3,2,2403.7860188949417,793.5353630470696,193,361.8175726388369,238,215,17.089538486262406,6,1,2,25.5,57,95.41,8.6,639,6390,12639,23.0,6571750,636390,21.5769,21.292,0.007962,0.284932,0.013205,150,14.775549437052346,34251690
2022-03-17,2022,3,3,2132.927589383976,660.5640869861556,151,289.3719426880961,214,148,8.544447126617012,6,3,27,19.8,63,109.33,7.59,552,6624,8453,30.7,6270752,676291,17.0525,16.7676,0.008392,0.284932,0.016709,150,11.869692736288222,17176496
2022-03-18,2022,3,4,1835.3469374830736,532.5096380757407,114,368.1255603720565,144,86,13.309267379363188,6,1,27,27.2,58,93.61,7.61,600,2520,15052,22.3,7676850,643176,13.0875,12.8026,0.0052,0.284932,0.021771,150,13.488973333282273,37885884
2022-03-19,2022,3,5,1683.7367936696446,510.284158393644,110,323.67520383410766,168,142,11.84003610323091,6,4,6,31.4,48,102.79,7.02,550,2310,8132,24.8,5622582,696324,13.6223,13.3374,0.006004,0.284932,0.020917,150,5.792665064112333,18451508
2022-03-20,2022,3,6,2677.8092581059486,858.1970382284297,180,403.1555011573315,220,111,9.40439218760888,6,0,18,20.5,53,84.32,9.46,630,7560,14564,28.7,8234635,574869,19.3738,19.0888,0.007409,0.284932,0.014707,150,6.262972346326836,38084860
2022-03-21,2022,3,0,2555.9141784647823,780.8375282279895,162,414.1802161938408,217,148,18.441058099833484,6,1,4,38.1,46,99.82,6.68,634,3804,10488,28.2,8652995,651358,21.2607,20.9758,0.007634,0.284932,0.013402,150,13.057538158427905,29209080
2022-03-22,2022,3,1,2945.322421892892,912.7825990225168,170,449.23161721333577,220,168,9.227275515222567,6,0,15,19.8,62,90.73,8.26,591,5910,11210,27.7,5933653,779099,19.8574,19.5725,0.007553,0.284932,0.014349,150,9.45757466065479,29471090
2022-03-23,2022,3,2,2423.068070782376,771.0264979335169,175,308.1810700745429,201,142,15.301939924257344,6,1,29,28.8,61,93.17,8.73,546,4368,8731,27.3,5608990,568130,18.6712,18.3863,0.009271,0.284932,0.01526,150,5.396691267539988,17584234
2022-03-24,2022,3,3,2593.990058768683,898.0218857547102,162,373.80048404032567,203,179,8.851943327917974,6,4,21,39.7,49,108.88,9.26,622,3732,9446,29.8,6864764,748278,22.3085,22.0236,0.009268,0.284932,0.012772,150,8.362730976461634,22736522
2022-03-25,2022,3,4,1590.462690254811,514.4263294511969,107,300.97176980475325,135,169,6.725626140888341,6,3,4,41.1,50,98.89,9.25,585,2457,13763,25.8,5339928,718232,14.395,14.1101,0.006702,0.284932,0.019794,150,9.026085973714457,29562924
2022-03-26,2022,3,5,2027.4419394842328,618.7051069629352,146,427.7486020357858,180,161,12.212772916777812,6,2,20,30.5,54,108.78,7.25,623,2990,16740,28.9,8437238,520104,16.9848,16.6999,0.005987,0.284932,0.016776,150,8.733794176644487,47491380
2022-03-27,2022,3,6,2530.330441866316,851.6335835715951,179,374.27495748070544,211,93,15.96358560200644,6,4,3,27.4,44,103.28,6.88,601,3606,14426,28.0,6694336,814195,20.8948,20.6099,0.008824,0.284932,0.013636,150,13.711894239889157,34160768
2022-03-28,2022,3,0,2738.568442575376,797.4281006719962,184,422.4909762800708,207,88,15.550923447529266,6,1,12,39.5,52,93.49,7.79,637,3822,12768,28.3,6465168,707946,21.3843,21.0994,0.007356,0.284932,0.013324,150,12.898397324938111,37116576
2022-03-29,2022,3,1,2539.2707277405,921.214522452161,192,482.601760945912,229,106,9.613580895336892,6,1,2,21.6,41,85.51,6.83,618,3708,17834,25.3,7913528,833148,23.6638,23.3789,0.006734,0.284932,0.012041,150,13.794924774485963,62668676
2022-03-30,2022,3,2,2152.784867461283,664.5522154528371,151,279.3316909665293,220,71,5.597295334252973,6,0,5,25.9,44,109.33,7.28,580,4060,11334,24.4,7275216,670918,19.2168,18.9318,0.009168,0.284932,0.014827,150,8.850776195190226,23756064
2022-03-31,2022,3,3,2379.3980106989147,824.1820205334753,184,429.5190506088721,266,186,16.39489120620616,6,1,27,22.0,56,86.46,8.17,625,3750,16541,25.9,7122990,733724,22.2422,21.9573,0.007016,0.284932,0.01281,150,6.190253507508496,52434970
2022-04-01,2022,4,4,1894.9244326792027,481.3251864783929,145,327.40738662287964,160,124,8.968510243830615,6,1,6,33.2,57,81.28,7.22,630,3024,16766,28.7,8628928,604205,16.67,16.3851,0.00578,0.284932,0.017092,150,6.259056213841624,48353144
2022-04-02,2022,4,5,1639.5682122918097,465.1779178099648,118,262.8459251559995,151,96,6.476696307745368,6,2,22,34.5,59,87.3,8.24,646,3488,11032,28.8,8281435,500379,15.7397,15.4548,0.006464,0.284932,0.018103,150,10.298155004630392,26862920
2022-04-03,2022,4,6,2138.284822820356,584.7219032128503,175,261.1524765102581,204,91,9.911727656329928,6,1,13,25.4,55,106.54,6.65,580,5220,9465,27.2,5640648,789527,21.6012,21.3163,0.008911,0.284932,0.013191,150,8.186823072094471,22943160
2022-04-04,2022,4,0,2131.0985340808743,664.0930830004636,173,293.98868346907534,204,106,11.230278755815664,6,4,5,41.2,42,86.24,6.6,612,5508,12620,26.2,7009244,584416,22.8447,22.5597,0.00864,0.284932,0.012473,150,6.813082621766888,33367280
2022-04-05,2022,4,1,2096.358716498192,498.01296712266566,152,240.45089331088465,223,183,5.859641264951016,6,4,13,26.2,57,84.18,6.57,605,7260,9930,30.1,7398257,629988,21.1217,20.8368,0.00903,0.284932,0.01349,150,13.601134840076815,23226270
2022-04-06,2022,4,2,1931.701440831118,503.24996771971365,174,257.2244820425625,214,77,11.572471584736965,6,1,14,21.9,61,101.63,8.45,567,4536,9981,25.0,7787325,565995,19.5704,19.2855,0.008004,0.284932,0.014559,150,12.435932979560349,24403545
2022-04-07,2022,4,3,1926.899986333574,560.6544873113451,186,255.32406241649383,208,148,8.208387793423661,6,5,19,23.0,61,88.75,9.18,557,5570,14343,24.6,8044692,782697,19.9724,19.6875,0.008449,0.284932,0.014266,150,13.399818763617734,33906852
2022-04-08,2022,4,4,1532.8605170569765,417.64349071541886,122,236.8965790032442,147,167,11.111269415908083,6,3,20,22.6,49,99.34,9.35,635,3810,14240,20.8,6181740,670999,14.6277,14.3427,0.006661,0.284932,0.019479,150,12.534519116728111,31271040
2022-04-09,2022,4,5,1624.09086847228,426.97052877380895,122,247.5123597251888,144,88,8.31285597941741,6,0,21,37.8,58,95.79,7.07,600,4320,7876,23.0,5684546,709423,14.5276,14.2427,0.006872,0.284932,0.019613,150,13.138697153761033,16649864
2022-04-10,2022,4,6,1885.6168463973816,501.55717597843255,172,221.11956271229604,213,147,9.605784461985024,6,1,25,22.1,62,84.25,7.98,591,5910,8434,23.3,6636429,801800,21.0528,20.7679,0.008879,0.284932,0.013534,150,10.137628139876448,19997014
2022-04-11,2022,4,0,2030.3739848214616,543.9775382291077,169,217.31081510025308,228,103,7.160671557744729,6,2,0,38.2,57,99.78,7.46,641,7051,12632,24.7,5622390,835832,20.8798,20.5949,0.009971,0.284932,0.013646,150,5.447675483919012,26451408
2022-04-12,2022,4,1,1967.3889032218517,507.1479075838888,184,225.0942271239192,223,92,6.308245688971045,6,5,25,31.9,65,87.46,8.93,633,6963,8938,20.3,7647696,827496,18.8706,18.5856,0.008394,0.284932,0.015099,150,6.556202381992788,20092624
2022-04-13,2022,4,2,2352.942716230775,625.0082754244298,164,307.5569305841232,221,191,10.300370015622724,6,2,7,22.5,50,94.91,7.31,559,6708,15560,29.7,8408394,826803,21.5227,21.2378,0.00848,0.284932,0.013239,150,7.441355967663313,39491280
