date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2024-02-22,2024,2,3,13705.947250218704,3623.881764137553,149,1819.3726524692456,185,120,50.799443243712126,20.5,1,23,22.0,51,81.13,7.02,546,3276,7437,27.8,6676168,590525,20.9832,20.6983,0.01085,0.284932,0.013579,40,14.876675974136027,14383158
2024-02-23,2024,2,4,16334.84219202731,3822.432651901656,190,2682.365227617164,214,221,66.9873585205856,22.5,1,19,24.8,52,105.08,9.33,560,5040,17521,31.5,6985076,935012,21.3655,21.0805,0.007622,0.284932,0.013336,40,5.684864374472506,49111363
2024-02-24,2024,2,5,14204.533878068049,3178.293960336503,152,2150.7435624786654,234,155,99.4450785914886,21.5,2,29,38.1,57,84.06,7.38,631,7572,10622,29.2,6701828,761770,18.2826,17.9976,0.008288,0.284932,0.015585,40,6.381465048214482,23432132
2024-02-25,2024,2,6,11965.77992176307,3003.265926044652,132,2713.794511486132,151,193,102.46257594607832,24.5,3,11,32.7,46,97.55,8.34,635,3048,13585,25.2,6902442,711613,14.6044,14.3195,0.005251,0.284932,0.01951,40,10.431792594712697,37779885
2024-02-26,2024,2,0,11642.463156226604,2446.5805391990325,144,2401.3051843610606,176,146,50.17652624038037,21.5,5,11,30.8,61,103.13,6.96,597,3582,9884,30.3,6643720,575357,16.7462,16.4613,0.006249,0.284932,0.017015,40,12.285375952263609,26489120
2024-02-27,2024,2,1,13436.608209976375,3568.79074263791,157,2101.489846072334,210,145,84.91810656864227,19.5,3,14,34.6,53,107.06,7.89,589,4712,12528,24.6,5733592,742828,19.5124,19.2275,0.008664,0.284932,0.014603,40,6.484864315034432,28213056
2024-02-28,2024,2,2,15945.608078800657,3753.025743231829,163,2469.9065244436683,204,171,112.1000335550202,20.5,1,26,34.1,52,89.35,6.78,613,5517,14954,23.3,8259268,758892,23.5122,23.2273,0.008819,0.284932,0.012118,40,6.5741695110047935,39867364
2024-03-01,2024,3,4,16203.308829390337,4697.688502049455,189,3322.9141970114038,221,159,162.8879508338923,23.5,0,8,27.7,59,104.0,6.99,595,3570,9423,26.7,6492096,737243,22.7032,22.4183,0.008561,0.284932,0.01255,40,9.921825418822516,24989796
2024-03-02,2024,3,5,15043.165704454746,4889.065610192959,183,2960.3121259046493,213,172,101.66239516598142,24.5,3,30,19.4,54,97.46,9.0,605,4840,11745,24.7,5510838,664202,21.5037,21.2188,0.008791,0.284932,0.01325,40,5.173163271720103,28728270
2024-03-03,2024,3,6,14722.922526777433,5051.165369664971,160,3409.6786944694586,218,121,164.43280741075708,22.5,4,5,35.9,57,86.08,7.68,554,3878,15905,30.3,6205248,587994,19.624,19.3391,0.007571,0.284932,0.01452,40,12.749716257871798,41225760
2024-03-04,2024,3,0,13364.814363432844,4394.801933474159,156,3919.181373047176,159,152,128.06928127996775,23.5,1,15,20.9,56,94.27,9.16,624,2246,14009,31.4,6879706,533574,16.2238,15.9389,0.00541,0.284932,0.017563,40,14.530366101608749,42012991
2024-03-05,2024,3,1,9485.432154151997,3259.475718330451,96,2247.878772782737,159,84,63.084799465265824,23.5,4,8,20.0,46,93.08,7.26,542,2601,10303,30.0,4324842,592878,13.6428,13.3579,0.007814,0.284932,0.020885,40,13.29193061220898,17989038
2024-03-06,2024,3,2,17912.138359736753,5905.865864982605,199,4159.645405376109,260,119,167.44055989945036,21.5,3,22,40.5,52,109.44,8.5,576,4608,18063,20.5,9963490,950676,22.6165,22.3315,0.007168,0.284932,0.012598,40,11.012191113307654,56988765
2024-03-07,2024,3,3,15408.920641821713,4835.970588337635,189,3425.5059653526064,250,108,122.20167732200434,22.5,3,2,35.2,59,92.47,9.16,618,6798,12913,31.4,6779998,817420,19.7378,19.4528,0.007412,0.284932,0.014436,40,8.599747738691619,34387319
2024-03-08,2024,3,4,13699.96147473459,4420.159262655455,183,3169.046222665598,209,104,94.83130742067512,21.5,3,21,20.5,55,101.97,7.34,574,5740,16960,23.1,6182880,784938,19.2516,18.9667,0.007292,0.284932,0.0148,40,12.028736269678902,44774400
2024-03-09,2024,3,5,15370.844647173575,4568.738058736795,183,3402.344792544863,234,187,87.46387641503503,20.5,1,12,19.2,59,93.02,7.62,558,5580,15597,24.9,7120645,795022,21.3737,21.0888,0.007849,0.284932,0.013331,40,11.420584456037206,42470631
2024-03-10,2024,3,6,13515.059872349884,5004.9990603119,150,3003.4956332129022,191,134,115.2780968942791,23.5,2,1,27.5,48,106.35,8.71,563,6756,14535,23.3,5642538,705765,20.2516,19.9667,0.008449,0.284932,0.01407,40,12.66134127811478,34840395
2024-03-11,2024,3,0,12468.07354781782,3878.639933396621,151,3569.36745826546,190,114,133.4342975052508,20.5,0,10,20.6,54,86.05,7.03,655,2358,12216,26.2,6128746,507679,16.857,16.5721,0.006059,0.284932,0.016903,40,5.654135576889063,33984912
2024-03-12,2024,3,1,11711.9549442122,3520.616843500863,141,3527.0792624585683,171,114,76.56279488044723,24.5,2,23,24.3,65,101.16,8.91,586,2461,10421,28.0,6544944,710294,15.5921,15.3072,0.005737,0.284932,0.018274,40,11.629005693811834,28324278
2024-03-13,2024,3,2,15468.41812091116,4601.961966871877,190,3565.110099089025,263,136,91.10968391299532,23.5,1,21,34.4,60,103.11,6.67,615,3690,14210,27.0,9605444,616313,20.5688,20.2839,0.006827,0.284932,0.013853,40,10.910857700149446,42814730
2024-03-14,2024,3,3,15401.765093086164,4604.868850728604,171,3016.3273068572435,196,176,96.87280835925156,19.5,3,21,21.8,64,104.32,8.14,595,6545,8000,22.8,6589427,605990,20.8536,20.5687,0.009174,0.284932,0.013663,40,10.003223054489112,18184000
2024-03-15,2024,3,4,14756.254309572449,5535.602941537357,178,3490.637737661198,232,204,75.96740188934366,20.5,4,5,19.8,54,105.25,8.27,592,4144,11779,22.2,6362717,772778,21.189,20.9041,0.007816,0.284932,0.013447,40,8.62501389321833,31932869
2024-03-16,2024,3,5,15693.88228913648,5168.306533092115,193,3317.434918931123,238,215,156.69065299748476,21.5,1,2,25.5,57,95.41,8.6,639,6390,12639,23.0,6571750,636390,21.5769,21.292,0.007962,0.284932,0.013205,40,14.775549437052346,34251690
2024-03-17,2024,3,6,12358.89647383386,3818.2638301800735,151,2354.7140347031723,214,148,69.52895771761335,24.5,3,27,19.8,63,109.33,7.59,552,6624,8453,30.7,6270752,676291,17.0525,16.7676,0.008392,0.284932,0.016709,40,11.869692736288222,17176496
2024-03-18,2024,3,0,11290.42219003107,3267.885833435251,114,3180.285826927161,144,86,114.9805364522732,18.5,1,27,27.2,58,93.61,7.61,600,2520,15052,22.3,7676850,643176,13.0875,12.8026,0.0052,0.284932,0.021771,40,13.488973333282273,37885884
2024-03-19,2024,3,1,10844.199826989823,3278.5573716997487,110,2927.594411823145,168,142,107.09137777933935,18.5,4,6,31.4,48,102.79,7.02,550,2310,8132,24.8,5622582,696324,13.6223,13.3374,0.006004,0.284932,0.020917,40,5.792665064112333,18451508
2024-03-20,2024,3,2,16267.872952038691,5200.984231632413,180,3439.5521097268856,220,111,80.23429395538817,19.5,0,18,20.5,53,84.32,9.46,630,7560,14564,28.7,8234635,574869,19.3738,19.0888,0.007409,0.284932,0.014707,40,6.262972346326836,38084860
2024-03-21,2024,3,3,14561.95792063915,4437.941519007788,162,3313.9124069778204,217,148,147.54942135197476,23.5,1,4,38.1,46,99.82,6.68,634,3804,10488,28.2,8652995,651358,21.2607,20.9758,0.007634,0.284932,0.013402,40,13.057538158427905,29209080
2024-03-22,2024,3,4,15237.909378075292,4710.936903827576,170,3263.9314380113165,220,168,67.04157385036557,19.5,0,15,19.8,62,90.73,8.26,591,5910,11210,27.7,5933653,779099,19.8574,19.5725,0.007553,0.284932,0.014349,40,9.45757466065479,29471090
2024-03-23,2024,3,5,13683.241790581127,4343.502567387272,175,2444.035529990352,201,142,121.35231032722702,22.5,1,29,28.8,61,93.17,8.73,546,4368,8731,27.3,5608990,568130,18.6712,18.3863,0.009271,0.284932,0.01526,40,5.396691267539988,17584234
2024-03-24,2024,3,6,15647.778232956858,5404.041662442991,162,3166.6670597959605,203,179,74.989622936589,21.5,4,21,39.7,49,108.88,9.26,622,3732,9446,29.8,6864764,748278,22.3085,22.0236,0.009268,0.284932,0.012772,40,8.362730976461634,22736522
2024-03-25,2024,3,0,10872.254561096,3508.057536090341,107,2889.3493717396173,135,169,64.56646640758922,22.5,3,4,41.1,50,98.89,9.25,585,2457,13763,25.8,5339928,718232,14.395,14.1101,0.006702,0.284932,0.019794,40,9.026085973714457,29562924
2024-03-26,2024,3,1,12617.866805152536,3841.214909308626,146,3738.5593666021377,180,161,106.74067983601452,22.5,2,20,30.5,54,108.78,7.25,623,2990,16740,28.9,8437238,520104,16.9848,16.6999,0.005987,0.284932,0.016776,40,8.733794176644487,47491380
2024-03-27,2024,3,2,14185.707704210876,4762.927141700546,179,2946.7460238974186,211,93,125.68469105305714,23.5,4,3,27.4,44,103.28,6.88,601,3606,14426,28.0,6694336,814195,20.8948,20.6099,0.008824,0.284932,0.013636,40,13.711894239889157,34160768
2024-03-28,2024,3,3,17316.19233645959,5029.99704425508,184,3751.668088335536,207,88,138.0902942731002,22.5,1,12,39.5,52,93.49,7.79,637,3822,12768,28.3,6465168,707946,21.3843,21.0994,0.007356,0.284932,0.013324,40,12.898397324938111,37116576
2024-03-29,2024,3,4,16673.005020916666,6034.107498224456,192,4450.122303392966,229,106,88.64785464926227,22.5,1,2,21.6,41,85.51,6.83,618,3708,17834,25.3,7913528,833148,23.6638,23.3789,0.006734,0.284932,0.012041,40,13.794924774485963,62668676
2024-03-30,2024,3,5,15497.620434628478,4772.444544424153,151,2823.9874893393103,220,71,56.58753556882206,19.5,0,5,25.9,44,109.33,7.28,580,4060,11334,24.4,7275216,670918,19.2168,18.9318,0.009168,0.284932,0.014827,40,8.850776195190226,23756064
2024-03-31,2024,3,6,14729.224078780786,5089.595920775453,184,3733.991938821803,266,186,142.52776801181014,24.5,1,27,22.0,56,86.46,8.17,625,3750,16541,25.9,7122990,733724,22.2422,21.9573,0.007016,0.284932,0.01281,40,6.190253507508496,52434970
2024-04-01,2024,4,0,13143.861789513552,2896.1378403756694,145,2773.319409388466,160,124,75.96818077034979,24.5,1,6,33.2,57,81.28,7.22,630,3024,16766,28.7,8628928,604205,16.67,16.3851,0.00578,0.284932,0.017092,40,6.259056213841624,48353144
2024-04-02,2024,4,1,11871.228056460332,2921.6944865816185,118,2324.062144685753,151,96,57.26641834954628,23.5,2,22,34.5,59,87.3,8.24,646,3488,11032,28.8,8281435,500379,15.7397,15.4548,0.006464,0.284932,0.018103,40,10.298155004630392,26862920
2024-04-03,2024,4,2,15514.979833749663,3680.3114814179994,175,2313.9828731320413,204,91,87.82443247860883,18.5,1,13,25.4,55,106.54,6.65,580,5220,9465,27.2,5640648,789527,21.6012,21.3163,0.008911,0.284932,0.013191,40,8.186823072094471,22943160
2024-04-04,2024,4,3,16213.35047779188,4382.760604945487,173,2731.3677887402846,204,106,104.33742309484444,24.5,4,5,41.2,42,86.24,6.6,612,5508,12620,26.2,7009244,584416,22.8447,22.5597,0.00864,0.284932,0.012473,40,6.813082621766888,33367280
2024-04-05,2024,4,4,15419.915362082238,3177.6539066052283,152,2159.8476380682573,223,183,52.63416646852957,21.5,4,13,26.2,57,84.18,6.57,605,7260,9930,30.1,7398257,629988,21.1217,20.8368,0.00903,0.284932,0.01349,40,13.601134840076815,23226270
2024-04-06,2024,4,5,13918.127735209437,3145.387249747208,174,2263.254774359963,214,77,101.82332318183884,24.5,1,14,21.9,61,101.63,8.45,567,4536,9981,25.0,7787325,565995,19.5704,19.2855,0.008004,0.284932,0.014559,40,12.435932979560349,24403545
2024-04-07,2024,4,6,12881.895569811895,3251.3629683635827,186,2084.4557295686686,208,148,67.01295915702995,23.5,5,19,23.0,61,88.75,9.18,557,5570,14343,24.6,8044692,782697,19.9724,19.6875,0.008449,0.284932,0.014266,40,13.399818763617734,33906852
2024-04-08,2024,4,0,9765.359444091464,2308.026891336723,122,1842.9973649596168,147,167,86.44295473171248,19.5,3,20,22.6,49,99.34,9.35,635,3810,14240,20.8,6181740,670999,14.6277,14.3427,0.006661,0.284932,0.019479,40,12.534519116728111,31271040
2024-04-09,2024,4,1,11271.345028074438,2570.471961966144,122,2097.69643405448,144,88,70.45243463475312,23.5,0,21,37.8,58,95.79,7.07,600,4320,7876,23.0,5684546,709423,14.5276,14.2427,0.006872,0.284932,0.019613,40,13.138697153761033,16649864
2024-04-10,2024,4,2,16898.574154114976,3899.120102330331,172,2419.9372721365803,213,147,105.12591270774683,18.5,1,25,22.1,62,84.25,7.98,591,5910,8434,23.3,6636429,801800,21.0528,20.7679,0.008879,0.284932,0.013534,40,10.137628139876448,19997014
2024-04-11,2024,4,3,14999.784945199175,3486.0973581794865,169,1960.517226772978,228,103,64.60157050971131,24.5,2,0,38.2,57,99.78,7.46,641,7051,12632,24.7,5622390,835832,20.8798,20.5949,0.009971,0.284932,0.013646,40,5.447675483919012,26451408
