date,year,month,weekday,electricity_kwh,diesel_liters,explosives_kg,coal_output_tonnes,equipment_hours,waste_tons,methane_emission_kg,renewable_share_percent,trees_planted,rainfall_mm,temperature_c,humidity_percent,diesel_price_rs_per_l,power_cost_rs_per_kwh,employees_present,employee_commute_km,transport_distance_km,avg_truck_load_ton,revenue_rs,operational_cost_rs,co2e_tons,co2e_net_after_offset_tons,emission_intensity_tons_per_tonne_coal,offset_absorption_tons_per_day,offset_ratio,green_cover_hectares,lpg_kg,transport_tkm
2021-02-01,2021,2,0,15719.236628012504,3830.486615736136,209,2577.65904089424,269,162,119.5605717962622,5.0,1,14,33.8,56,89.42,8.98,627,6270,16364,27.1,8222361,809787,23.5729,23.2879,0.007646,0.284932,0.012087,40,8.753860210543921,50450212
2021-02-02,2021,2,1,13956.71255421167,3483.840739879924,182,2728.8106291859444,232,119,62.12845016183255,7.0,5,8,35.9,58,81.98,7.07,573,6876,16920,26.9,11248532,574998,23.8926,23.6077,0.007065,0.284932,0.011925,40,11.13310333563116,57223440
2021-02-03,2021,2,2,12590.194647367536,3349.5852008261327,195,2163.3603893736677,233,199,78.0551602698437,6.0,5,28,23.7,47,82.78,8.15,647,7117,10822,21.4,7248649,570854,19.5616,19.2767,0.007429,0.284932,0.014566,40,11.93721501549128,28494326
2021-02-04,2021,2,3,8274.17104308554,2072.0397916408924,126,1418.1260931382533,143,75,57.3675604020329,5.0,0,4,19.0,54,103.91,8.2,578,2080,9087,28.8,4503366,621640,14.5044,14.2195,0.007823,0.284932,0.019645,40,7.134294917638313,16847298
2021-02-05,2021,2,4,11989.17927682207,2509.883592949637,121,2388.6154252082933,175,159,112.38444495005415,11.0,4,10,38.8,54,96.56,8.43,559,4024,15110,24.0,8952554,753436,15.7788,15.4939,0.005892,0.284932,0.018058,40,14.76037476589003,40464580
2021-02-06,2021,2,5,14479.971005112468,3331.1776635935653,181,2120.8935383018816,235,166,81.3148905989259,11.0,0,26,33.2,65,106.78,7.89,579,5211,10513,29.1,7898660,702182,22.0576,21.7727,0.008718,0.284932,0.012918,40,9.923705645495176,26597890
2021-02-07,2021,2,6,12960.469638689432,2832.9941303315336,149,1810.4623743736233,202,68,40.32034108867022,6.0,2,4,38.2,48,92.69,9.49,561,6732,9322,29.2,7360060,867258,20.473,20.1881,0.00894,0.284932,0.013917,40,13.88279465573226,21347380
2021-02-08,2021,2,0,13270.11925487354,3044.0867566677066,145,1779.7857451954085,203,76,68.57890027358455,9.0,4,1,41.4,46,96.35,7.79,585,7020,12825,29.1,6452800,801232,19.6102,19.3253,0.008996,0.284932,0.01453,40,10.657232434682854,27958500
2021-02-09,2021,2,1,12245.774312881906,2723.0670209365862,143,1747.042374188578,232,127,69.16562729670662,5.0,2,24,23.1,50,104.41,7.35,560,6160,8813,21.5,6198389,684181,17.5093,17.2244,0.008155,0.284932,0.016273,40,13.045569235866152,18921511
2021-02-10,2021,2,2,14005.809492133145,3376.7618228153015,201,2287.6641259540856,235,104,47.88864505257351,9.0,2,9,32.8,53,98.49,8.01,656,6560,11916,24.3,9024658,821046,20.5099,20.225,0.007038,0.284932,0.013892,40,10.766659661462654,34723224
2021-02-11,2021,2,3,9992.53425409187,2711.925326580072,126,2393.5792820653764,156,154,62.47647617594373,8.0,1,1,20.3,43,96.96,7.48,581,3137,10439,25.6,10298450,677632,16.0465,15.7616,0.005439,0.284932,0.017757,40,7.225937371429016,30795050
2021-02-12,2021,2,4,11171.111179706422,2682.3348269527637,151,2394.427489947801,174,112,77.37826717964168,8.0,4,30,19.5,64,97.01,8.0,646,3100,17139,21.6,6887305,607386,16.0032,15.7183,0.005746,0.284932,0.017805,40,13.785564128408785,47732115
2021-02-13,2021,2,5,13684.209090141623,3332.992488448322,161,2019.6601636400694,203,126,71.01012840271707,8.0,4,11,20.9,47,103.82,7.24,624,6864,8782,22.1,6418304,781320,21.4688,21.1839,0.008777,0.284932,0.013272,40,5.896651696529317,21480772
2021-02-14,2021,2,6,13933.424018842647,3309.2574606836192,184,1953.05077745038,190,148,57.56360186169542,7.0,1,18,20.4,64,109.44,7.1,566,6792,15256,31.9,7386250,779750,20.7636,20.4787,0.008743,0.284932,0.013723,40,12.969375271856851,36233000
2021-02-15,2021,2,0,13423.802559220176,2851.610655496629,144,1874.9816828881321,224,151,43.07390352580845,6.0,1,13,25.3,53,104.65,9.22,555,3330,9497,23.3,7303800,839277,17.9254,17.6405,0.008075,0.284932,0.015895,40,9.252200756258262,21083340
2021-02-16,2021,2,1,13257.494050368712,3002.961813105447,194,2343.4218870843865,255,229,57.35647975381365,8.0,4,15,31.6,47,101.72,9.21,579,3474,18537,31.0,7849270,937552,23.062,22.777,0.007331,0.284932,0.012355,40,14.470479796016772,58317402
2021-02-17,2021,2,2,13441.205067652369,2984.1833443329147,187,2157.0823044803738,235,193,78.54032664345604,7.0,4,10,18.4,51,103.12,9.21,607,3642,13328,25.0,6914417,736030,20.392,20.107,0.0075,0.284932,0.013973,40,9.180411543747352,36238832
2021-02-18,2021,2,3,9039.809261556238,2227.7207305880374,139,1872.2817350458151,173,82,46.17021285402095,8.0,2,3,33.5,54,97.39,9.34,608,2553,8713,24.4,6754944,487592,13.6696,13.3847,0.005812,0.284932,0.020844,40,13.764226386125127,20492976
2021-02-19,2021,2,4,11082.378505654498,2684.8147226609094,161,2754.947211780359,195,121,101.02542161941946,9.0,1,1,41.1,47,99.38,8.57,571,3426,16337,22.8,11806096,767677,17.4811,17.1962,0.005088,0.284932,0.016299,40,12.97346252628432,56133932
2021-02-20,2021,2,5,13087.968819064508,2819.090619728752,156,1898.822520825203,206,130,66.91885535947851,10.0,5,27,36.3,58,93.88,8.37,562,5058,11649,24.4,7304860,573563,18.1702,17.8853,0.008004,0.284932,0.015681,40,13.654921387338293,26443230
2021-02-21,2021,2,6,9344.649862723489,2218.3942140405848,143,1256.7318105236045,221,129,46.03940233171762,8.0,2,4,29.4,61,83.87,7.62,633,6963,8442,30.5,3920268,649563,16.6397,16.3547,0.009525,0.284932,0.017124,40,14.117483201401727,14748174
2021-02-22,2021,2,0,11665.605671445164,3055.7633062922905,149,1534.1483397459347,185,120,42.83557928970035,5.0,1,23,22.0,51,81.13,7.02,546,3276,7437,27.8,6676168,590525,20.9832,20.6983,0.01085,0.284932,0.013579,40,14.876675974136027,14383158
2021-02-23,2021,2,1,13146.946796027449,3047.8757633851405,190,2138.8253791035686,214,221,53.413405828487264,9.0,1,19,24.8,52,105.08,9.33,560,5040,17521,31.5,6985076,935012,21.3655,21.0805,0.007622,0.284932,0.013336,40,5.684864374472506,49111363
2021-02-24,2021,2,2,11933.351521997969,2645.312386924595,152,1790.0762666776047,234,155,82.76871223985299,6.0,2,29,38.1,57,84.06,7.38,631,7572,10622,29.2,6701828,761770,18.2826,17.9976,0.008288,0.284932,0.015585,40,6.381465048214482,23432132
2021-02-25,2021,2,3,10690.057082071671,2658.1547340547936,132,2401.947048844693,151,193,90.68839990244257,8.0,3,11,32.7,46,97.55,8.34,635,3048,13585,25.2,6902442,711613,14.6044,14.3195,0.005251,0.284932,0.01951,40,10.431792594712697,37779885
2021-02-26,2021,2,4,10392.589154941274,2163.6442732066484,144,2123.604813788465,176,146,44.37383192990823,9.0,5,11,30.8,61,103.13,6.96,597,3582,9884,30.3,6643720,575357,16.7462,16.4613,0.006249,0.284932,0.017015,40,12.285375952263609,26489120
2021-02-27,2021,2,5,11456.572060771845,3014.626946310678,157,1775.1693428472634,210,145,71.73197610972511,6.0,3,14,34.6,53,107.06,7.89,589,4712,12528,24.6,5733592,742828,19.5124,19.2275,0.008664,0.284932,0.014603,40,6.484864315034432,28213056
2021-02-28,2021,2,6,14341.223883947427,3344.0605275666358,163,2200.7621264166664,204,171,99.8845526243123,6.0,1,26,34.1,52,89.35,6.78,613,5517,14954,23.3,8259268,758892,23.5122,23.2273,0.008819,0.284932,0.012118,40,6.5741695110047935,39867364
2021-03-01,2021,3,0,14327.45571427674,4115.257707785821,189,2910.931249612717,221,159,142.69270831434886,8.0,0,8,27.7,59,104.0,6.99,595,3570,9423,26.7,6492096,737243,22.7032,22.4183,0.008561,0.284932,0.01255,40,9.921825418822516,24989796
2021-03-02,2021,3,1,14642.198340390501,4714.551318543102,183,2854.644332730088,213,172,98.03357479530963,11.0,3,30,19.4,54,97.46,9.0,605,4840,11745,24.7,5510838,664202,21.5037,21.2188,0.008791,0.284932,0.01325,40,5.173163271720103,28728270
2021-03-03,2021,3,2,12491.528383683388,4245.81038912761,160,2866.041431054097,218,121,138.2157325932724,7.0,4,5,35.9,57,86.08,7.68,554,3878,15905,30.3,6205248,587994,19.624,19.3391,0.007571,0.284932,0.01452,40,12.749716257871798,41225760
2021-03-04,2021,3,3,10921.785978672391,3558.0946279832824,156,3173.0254060636835,159,152,103.68672550658252,5.0,1,15,20.9,56,94.27,9.16,624,2246,14009,31.4,6879706,533574,16.2238,15.9389,0.00541,0.284932,0.017563,40,14.530366101608749,42012991
2021-03-05,2021,3,4,8190.63678844347,2788.4043509609837,96,1923.0071005624104,159,84,53.967553223114614,7.0,4,8,20.0,46,93.08,7.26,542,2601,10303,30.0,4324842,592878,13.6428,13.3579,0.007814,0.284932,0.020885,40,13.29193061220898,17989038
2021-03-06,2021,3,5,15119.36427784188,4938.750999149079,199,3478.4828120994994,260,119,140.02133665186574,5.0,3,22,40.5,52,109.44,8.5,576,4608,18063,20.5,9963490,950676,22.6165,22.3315,0.007168,0.284932,0.012598,40,11.012191113307654,56988765
2021-03-07,2021,3,6,13295.650084746525,4133.980894746579,189,2928.259375637754,250,108,104.4628767125748,8.0,3,2,35.2,59,92.47,9.16,618,6798,12913,31.4,6779998,817420,19.7378,19.4528,0.007412,0.284932,0.014436,40,8.599747738691619,34387319
2021-03-08,2021,3,0,12304.79507985348,3933.14912790822,183,2819.882869896857,209,104,84.382858606762,8.0,3,21,20.5,55,101.97,7.34,574,5740,16960,23.1,6182880,784938,19.2516,18.9667,0.007292,0.284932,0.0148,40,12.028736269678902,44774400
2021-03-09,2021,3,1,13955.376716925764,4109.486390290721,183,3060.33951613883,234,187,78.67196699585682,5.0,1,12,19.2,59,93.02,7.62,558,5580,15597,24.9,7120645,795022,21.3737,21.0888,0.007849,0.284932,0.013331,40,11.420584456037206,42470631
2021-03-10,2021,3,2,11710.183407431772,4296.325522597056,150,2578.221252488557,191,134,98.95550906505936,11.0,2,1,27.5,48,106.35,8.71,563,6756,14535,23.3,5642538,705765,20.2516,19.9667,0.008449,0.284932,0.01407,40,12.66134127811478,34840395
2021-03-11,2021,3,3,10794.223645522059,3326.740895632069,151,3061.47538798512,190,114,114.4476780555185,9.0,0,10,20.6,54,86.05,7.03,655,2358,12216,26.2,6128746,507679,16.857,16.5721,0.006059,0.284932,0.016903,40,5.654135576889063,33984912
2021-03-12,2021,3,4,10272.416773723056,3059.2111729520334,141,3064.826638979302,171,114,66.52861357607757,5.0,2,23,24.3,65,101.16,8.91,586,2461,10421,28.0,6544944,710294,15.5921,15.3072,0.005737,0.284932,0.018274,40,11.629005693811834,28324278
2021-03-13,2021,3,5,14236.160148499148,4196.018972412176,190,3250.628693197169,263,136,83.07282090148756,11.0,1,21,34.4,60,103.11,6.67,615,3690,14210,27.0,9605444,616313,20.5688,20.2839,0.006827,0.284932,0.013853,40,10.910857700149446,42814730
2021-03-14,2021,3,6,12600.706047073367,3732.4079586942494,171,2444.839236704743,196,176,78.51881402527331,11.0,3,21,21.8,64,104.32,8.14,595,6545,8000,22.8,6589427,605990,20.8536,20.5687,0.009174,0.284932,0.013663,40,10.003223054489112,18184000
2021-03-15,2021,3,0,12551.931685623571,4664.948172283055,178,2941.620688185151,232,204,64.01904116670008,10.0,4,5,19.8,54,105.25,8.27,592,4144,11779,22.2,6362717,772778,21.189,20.9041,0.007816,0.284932,0.013447,40,8.62501389321833,31932869
2021-03-16,2021,3,1,14392.355993860469,4695.666253155908,193,3014.05636374785,238,215,142.3613337858763,9.0,1,2,25.5,57,95.41,8.6,639,6390,12639,23.0,6571750,636390,21.5769,21.292,0.007962,0.284932,0.013205,40,14.775549437052346,34251690
2021-03-17,2021,3,2,11905.145351003674,3643.9163379039164,151,2247.1943594693603,214,148,66.35416415755986,6.0,3,27,19.8,63,109.33,7.59,552,6624,8453,30.7,6270752,676291,17.0525,16.7676,0.008392,0.284932,0.016709,40,11.869692736288222,17176496
2021-03-18,2021,3,3,9392.83564251477,2693.4001042900777,114,2621.199948381732,144,86,94.76726074800858,8.0,1,27,27.2,58,93.61,7.61,600,2520,15052,22.3,7676850,643176,13.0875,12.8026,0.0052,0.284932,0.021771,40,13.488973333282273,37885884
2021-03-19,2021,3,4,9654.052448325134,2891.6277638606816,110,2582.084838784533,168,142,94.45264064306576,6.0,4,6,31.4,48,102.79,7.02,550,2310,8132,24.8,5622582,696324,13.6223,13.3374,0.006004,0.284932,0.020917,40,5.792665064112333,18451508
2021-03-20,2021,3,5,14442.251264775125,4574.431383797513,180,3025.1956968543327,220,111,70.56861854994811,5.0,0,18,20.5,53,84.32,9.46,630,7560,14564,28.7,8234635,574869,19.3738,19.0888,0.007409,0.284932,0.014707,40,6.262972346326836,38084860
2021-03-21,2021,3,6,12483.055119753079,3769.034800561247,162,2814.424465580519,217,148,125.31010187862994,9.0,1,4,38.1,46,99.82,6.68,634,3804,10488,28.2,8652995,651358,21.2607,20.9758,0.007634,0.284932,0.013402,40,13.057538158427905,29209080
2021-03-22,2021,3,0,13620.005972154473,4171.638386557126,170,2890.283176332892,220,168,59.36679023277907,6.0,0,15,19.8,62,90.73,8.26,591,5910,11210,27.7,5933653,779099,19.8574,19.5725,0.007553,0.284932,0.014349,40,9.45757466065479,29471090
2021-03-23,2021,3,1,12614.286594066269,3966.9911457719245,175,2232.1771789019085,201,142,110.83302775083953,5.0,1,29,28.8,61,93.17,8.73,546,4368,8731,27.3,5608990,568130,18.6712,18.3863,0.009271,0.284932,0.01526,40,5.396691267539988,17584234
2021-03-24,2021,3,2,12534.00437580485,4288.47916095061,162,2512.9683566252443,203,179,59.509429301054816,9.0,4,21,39.7,49,108.88,9.26,622,3732,9446,29.8,6864764,748278,22.3085,22.0236,0.009268,0.284932,0.012772,40,8.362730976461634,22736522
2021-03-25,2021,3,3,9335.223312784477,2984.1404716861875,107,2457.8343736797838,135,169,54.92367315485551,11.0,3,4,41.1,50,98.89,9.25,585,2457,13763,25.8,5339928,718232,14.395,14.1101,0.006702,0.284932,0.019794,40,9.026085973714457,29562924
2021-03-26,2021,3,4,11003.214912256928,3318.56034101904,146,3229.8726156887087,180,161,92.21701863615982,11.0,2,20,30.5,54,108.78,7.25,623,2990,16740,28.9,8437238,520104,16.9848,16.6999,0.005987,0.284932,0.016776,40,8.733794176644487,47491380
2021-03-27,2021,3,5,12520.696558007468,4164.845329909859,179,2576.7224756828373,211,93,109.90243667397237,5.0,4,3,27.4,44,103.28,6.88,601,3606,14426,28.0,6694336,814195,20.8948,20.6099,0.008824,0.284932,0.013636,40,13.711894239889157,34160768
2021-03-28,2021,3,6,14783.329561963776,4254.367903102023,184,3173.158186312727,207,88,116.79667214842166,7.0,1,12,39.5,52,93.49,7.79,637,3822,12768,28.3,6465168,707946,21.3843,21.0994,0.007356,0.284932,0.013324,40,12.898397324938111,37116576
2021-03-29,2021,3,0,14296.121708436687,5125.837745122818,192,3780.2781736746674,229,106,75.3043460891368,6.0,1,2,21.6,41,85.51,6.83,618,3708,17834,25.3,7913528,833148,23.6638,23.3789,0.006734,0.284932,0.012041,40,13.794924774485963,62668676
2021-03-30,2021,3,1,13208.296064709148,4029.6759344498278,151,2384.4707505870238,220,71,47.78042534573234,6.0,0,5,25.9,44,109.33,7.28,580,4060,11334,24.4,7275216,670918,19.2168,18.9318,0.009168,0.284932,0.014827,40,8.850776195190226,23756064
2021-03-31,2021,3,2,13831.279873039917,4734.926694561364,184,3473.7881717161026,266,186,132.59569992985755,8.0,1,27,22.0,56,86.46,8.17,625,3750,16541,25.9,7122990,733724,22.2422,21.9573,0.007016,0.284932,0.01281,40,6.190253507508496,52434970
2021-04-01,2021,4,3,7714.205797585023,1202.8372949888665,145,1151.8277790591062,160,124,31.55145441944153,9.0,1,6,33.2,57,81.28,7.22,630,3024,16766,28.7,8628928,604205,16.67,16.3851,0.00578,0.284932,0.017092,40,6.259056213841624,48353144
2021-04-02,2021,4,4,7187.4476811633185,1251.7951641511527,118,995.7405770061209,151,96,24.535702102820228,5.0,2,22,34.5,59,87.3,8.24,646,3488,11032,28.8,8281435,500379,15.7397,15.4548,0.006464,0.284932,0.018103,40,10.298155004630392,26862920
2021-04-03,2021,4,5,9069.46134122008,1522.4192804542326,175,957.2157570042876,204,91,36.32997097541026,7.0,1,13,25.4,55,106.54,6.65,580,5220,9465,27.2,5640648,789527,21.6012,21.3163,0.008911,0.284932,0.013191,40,8.186823072094471,22943160
2021-04-04,2021,4,6,8614.431808502626,1647.8627488313184,173,1026.959863457764,204,106,39.22955605492971,10.0,4,5,41.2,42,86.24,6.6,612,5508,12620,26.2,7009244,584416,22.8447,22.5597,0.00864,0.284932,0.012473,40,6.813082621766888,33367280
2021-04-05,2021,4,0,9199.994278837954,1341.626358169039,152,911.9018640885329,223,183,22.222490916223332,6.0,4,13,26.2,57,84.18,6.57,605,7260,9930,30.1,7398257,629988,21.1217,20.8368,0.00903,0.284932,0.01349,40,13.601134840076815,23226270
2021-04-06,2021,4,1,8517.416910183305,1362.1364981819263,174,980.1215837852627,214,77,44.09544957725109,7.0,1,14,21.9,61,101.63,8.45,567,4536,9981,25.0,7787325,565995,19.5704,19.2855,0.008004,0.284932,0.014559,40,12.435932979560349,24403545
2021-04-07,2021,4,2,8180.563895109394,1461.1282655714733,186,936.7324455743784,208,148,30.1149178780257,11.0,5,19,23.0,61,88.75,9.18,557,5570,14343,24.6,8044692,782697,19.9724,19.6875,0.008449,0.284932,0.014266,40,13.399818763617734,33906852
2021-04-08,2021,4,3,6773.151988271646,1132.8251248155868,122,904.5794604178136,147,167,42.42790729646393,8.0,3,20,22.6,49,99.34,9.35,635,3810,14240,20.8,6181740,670999,14.6277,14.3427,0.006661,0.284932,0.019479,40,12.534519116728111,31271040
2021-04-09,2021,4,4,6386.970033347905,1030.7454483396034,122,841.1650013665277,144,88,28.251047822622265,7.0,0,21,37.8,58,95.79,7.07,600,4320,7876,23.0,5684546,709423,14.5276,14.2427,0.006872,0.284932,0.019613,40,13.138697153761033,16649864
2021-04-10,2021,4,5,9570.588933599582,1562.6964819727616,172,969.8668834290293,213,147,42.13255545895825,7.0,1,25,22.1,62,84.25,7.98,591,5910,8434,23.3,6636429,801800,21.0528,20.7679,0.008879,0.284932,0.013534,40,10.137628139876448,19997014
2021-04-11,2021,4,6,8772.865338889567,1442.8306605014793,169,811.4215050799924,228,103,26.737384837879404,11.0,2,0,38.2,57,99.78,7.46,641,7051,12632,24.7,5622390,835832,20.8798,20.5949,0.009971,0.284932,0.013646,40,5.447675483919012,26451408
